5,5819	6,958
5,8577	6,989
6,1448	6,972
6,6875	6,940
18,542	7,507
52,750	7,513
100,90	7,514
677,71	7,527
302,81	7,490
22013	7,518
49009	7,480
11065	7,539
26838	7,555
40670	7,608
50061	7,519
53501	7,472
61626	7,435
74549	7,102
125310	4,644
169120	2,954
250420	1,288
237560	1,523
496570	0,050
407690	0,228
529520	0,020
1076200	0,035
2286800	0,273
4046000	0,205
5036200	0,174
