0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	1
17	1
18	2
19	3
20	6
21	7
22	3
23	10
24	10
25	10
26	19
27	22
28	19
29	24
30	18
31	27
32	19
33	18
34	20
35	10
36	14
37	10
38	4
39	8
40	5
41	5
42	1
43	0
44	1
45	1
46	2
47	0
48	0
49	0
